Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Has Promotion,Age Group,Gender Binary,Subscription Status Binary,Has Promotion Binary
1956,50,Male,Hoodie,Clothing,56.0,Maine,M,Pink,Winter,4.9,No,Credit Card,Express,37,Cash,Monthly,No,Middle age (50-64),1,0,0
1957,70,Male,Socks,Clothing,37.0,Oklahoma,M,Pink,Winter,4.9,No,Cash,Express,20,Credit Card,Fortnightly,No,Seniors (65+),1,0,0
1958,68,Male,Gloves,Accessories,54.0,South Carolina,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,26,Cash,Bi-Weekly,No,Seniors (65+),1,0,0
1959,39,Male,Shorts,Clothing,67.0,Nevada,M,Gray,Winter,2.7,No,Cash,Store Pickup,47,Cash,Quarterly,No,Adults (30-49),1,0,0
1960,46,Male,Shoes,Footwear,90.0,Colorado,M,White,Fall,3.1,No,Credit Card,Store Pickup,7,Credit Card,Every 3 Months,No,Adults (30-49),1,0,0
1961,57,Male,Jeans,Clothing,72.0,Massachusetts,L,Red,Summer,3.3,No,Bank Transfer,2-Day Shipping,40,Credit Card,Annually,No,Middle age (50-64),1,0,0
1962,47,Male,Boots,Footwear,59.0,Nevada,L,Black,Summer,2.6,No,Cash,Free Shipping,45,Debit Card,Quarterly,No,Adults (30-49),1,0,0
1963,40,Male,Hat,Accessories,45.0,Iowa,M,Silver,Fall,4.4,No,Debit Card,Standard,20,PayPal,Fortnightly,No,Adults (30-49),1,0,0
1964,52,Male,Shorts,Clothing,30.0,Michigan,L,Pink,Spring,3.9,No,Bank Transfer,Standard,11,Credit Card,Weekly,No,Middle age (50-64),1,0,0
1965,40,Male,Pants,Clothing,51.0,West Virginia,S,Cyan,Summer,4.6,No,PayPal,Express,50,Debit Card,Monthly,No,Adults (30-49),1,0,0
1966,67,Male,Sweater,Clothing,90.0,Indiana,M,White,Fall,4.9,No,Venmo,Express,25,Debit Card,Quarterly,No,Seniors (65+),1,0,0
1967,67,Male,Jacket,Outerwear,95.0,Indiana,XL,Purple,Winter,3.7,No,Venmo,Express,5,Credit Card,Fortnightly,No,Seniors (65+),1,0,0
1968,37,Male,Dress,Clothing,81.0,Georgia,L,Yellow,Fall,3.7,No,Venmo,Standard,4,Venmo,Annually,No,Adults (30-49),1,0,0
1969,67,Male,Shirt,Clothing,70.0,Minnesota,S,Blue,Spring,4.2,No,Credit Card,Standard,25,Credit Card,Weekly,No,Seniors (65+),1,0,0
1970,64,Male,Dress,Clothing,32.0,Louisiana,S,Cyan,Winter,3.5,No,PayPal,Next Day Air,11,Bank Transfer,Fortnightly,No,Middle age (50-64),1,0,0
1971,28,Male,Belt,Accessories,94.0,Maryland,M,Indigo,Spring,2.9,No,Debit Card,Next Day Air,4,Credit Card,Bi-Weekly,No,Young Adults (18-29),1,0,0
1972,54,Male,Hat,Accessories,29.0,Pennsylvania,XL,Indigo,Spring,3.4,No,PayPal,Next Day Air,1,Venmo,Monthly,No,Middle age (50-64),1,0,0
1973,54,Male,Backpack,Accessories,31.0,Louisiana,M,Silver,Summer,3.3,No,Debit Card,Express,48,PayPal,Every 3 Months,No,Middle age (50-64),1,0,0
1974,24,Male,Skirt,Clothing,20.0,Maryland,XL,Red,Fall,4.5,No,Debit Card,Standard,9,Venmo,Every 3 Months,No,Young Adults (18-29),1,0,0
1975,27,Male,Gloves,Accessories,44.0,Tennessee,M,Peach,Winter,4.6,No,Credit Card,2-Day Shipping,2,PayPal,Fortnightly,No,Young Adults (18-29),1,0,0
1976,53,Male,Jacket,Outerwear,77.0,Illinois,L,Turquoise,Fall,2.9,No,Credit Card,Express,4,Cash,Quarterly,No,Middle age (50-64),1,0,0
1977,32,Male,Handbag,Accessories,51.0,Wyoming,M,Pink,Spring,3.2,No,Debit Card,Next Day Air,43,PayPal,Fortnightly,No,Adults (30-49),1,0,0
1978,24,Male,Sandals,Footwear,49.0,Florida,M,Teal,Summer,2.6,No,Debit Card,Free Shipping,32,Bank Transfer,Annually,No,Young Adults (18-29),1,0,0
1979,45,Male,Sunglasses,Accessories,78.0,Massachusetts,L,Magenta,Spring,3.8,No,Cash,Store Pickup,1,Cash,Quarterly,No,Adults (30-49),1,0,0
1980,49,Male,Jeans,Clothing,98.0,Tennessee,L,Blue,Spring,2.8,No,PayPal,Store Pickup,38,Debit Card,Fortnightly,No,Adults (30-49),1,0,0
1981,51,Male,Sandals,Footwear,94.0,Iowa,M,Green,Winter,4.4,No,Venmo,Store Pickup,25,PayPal,Fortnightly,No,Middle age (50-64),1,0,0
1982,69,Male,Shoes,Footwear,91.0,Michigan,L,Violet,Summer,4.7,No,Cash,Express,42,PayPal,Quarterly,No,Seniors (65+),1,0,0
1983,41,Male,Sunglasses,Accessories,77.0,Kansas,M,Turquoise,Summer,2.7,No,PayPal,2-Day Shipping,32,PayPal,Monthly,No,Adults (30-49),1,0,0
1984,59,Male,Scarf,Accessories,97.0,Georgia,M,Pink,Summer,2.6,No,Credit Card,Next Day Air,21,Debit Card,Quarterly,No,Middle age (50-64),1,0,0
1985,26,Male,Skirt,Clothing,58.0,West Virginia,M,Black,Summer,3.4,No,Bank Transfer,2-Day Shipping,26,PayPal,Fortnightly,No,Young Adults (18-29),1,0,0
1986,23,Male,Gloves,Accessories,97.0,Tennessee,M,Gold,Spring,3.9,No,Cash,2-Day Shipping,6,Credit Card,Fortnightly,No,Young Adults (18-29),1,0,0
1987,62,Male,Coat,Outerwear,48.0,Arkansas,L,Green,Summer,3.4,No,Debit Card,2-Day Shipping,14,Venmo,Quarterly,No,Middle age (50-64),1,0,0
1988,69,Male,Belt,Accessories,23.0,Vermont,XL,White,Summer,3.4,No,Debit Card,Express,4,Cash,Quarterly,No,Seniors (65+),1,0,0
1989,46,Male,Pants,Clothing,79.0,Virginia,M,Gold,Winter,3.9,No,Credit Card,Free Shipping,26,Bank Transfer,Weekly,No,Adults (30-49),1,0,0
1990,35,Male,Jewelry,Accessories,42.0,Maryland,S,Charcoal,Spring,4.0,No,Cash,Express,39,PayPal,Bi-Weekly,No,Adults (30-49),1,0,0
1991,32,Male,Backpack,Accessories,95.0,Connecticut,L,White,Spring,3.4,No,Debit Card,2-Day Shipping,15,PayPal,Annually,No,Adults (30-49),1,0,0
1992,46,Male,Sneakers,Footwear,29.0,Missouri,M,Brown,Summer,3.7,No,Venmo,Next Day Air,1,Venmo,Every 3 Months,No,Adults (30-49),1,0,0
1993,33,Male,Hoodie,Clothing,98.0,New Jersey,L,Gold,Winter,4.9,No,PayPal,2-Day Shipping,28,Venmo,Monthly,No,Adults (30-49),1,0,0
1994,32,Male,Blouse,Clothing,96.0,Arkansas,S,Purple,Spring,5.0,No,Cash,Express,17,Cash,Weekly,No,Adults (30-49),1,0,0
1995,33,Male,Sunglasses,Accessories,66.0,Nevada,M,Brown,Fall,2.9,No,Bank Transfer,Next Day Air,24,Credit Card,Weekly,No,Adults (30-49),1,0,0
1996,67,Male,Boots,Footwear,80.0,Missouri,S,Teal,Spring,3.0,No,Credit Card,Standard,29,Debit Card,Quarterly,No,Seniors (65+),1,0,0
1997,67,Male,Sneakers,Footwear,27.0,South Dakota,L,Indigo,Summer,3.3,No,Cash,Next Day Air,18,Cash,Every 3 Months,No,Seniors (65+),1,0,0
1998,42,Male,Backpack,Accessories,25.0,Connecticut,M,Purple,Fall,4.7,No,PayPal,Express,10,Debit Card,Bi-Weekly,No,Adults (30-49),1,0,0
1999,20,Male,Pants,Clothing,45.0,Vermont,M,Orange,Fall,3.4,No,Debit Card,2-Day Shipping,19,Cash,Quarterly,No,Young Adults (18-29),1,0,0
2000,39,Male,Socks,Clothing,89.0,Tennessee,L,Indigo,Winter,4.6,No,Credit Card,2-Day Shipping,26,Debit Card,Monthly,No,Adults (30-49),1,0,0
2001,26,Male,Belt,Accessories,27.0,California,M,Lavender,Winter,3.6,No,Venmo,2-Day Shipping,25,Cash,Bi-Weekly,No,Young Adults (18-29),1,0,0
2002,51,Male,Sunglasses,Accessories,90.0,Wyoming,S,Purple,Winter,2.6,No,Debit Card,Free Shipping,2,Debit Card,Fortnightly,No,Middle age (50-64),1,0,0
2003,31,Male,Shirt,Clothing,65.0,New York,M,Red,Summer,2.7,No,Cash,Express,19,PayPal,Every 3 Months,No,Adults (30-49),1,0,0
2004,68,Male,Sneakers,Footwear,72.0,Maine,S,Blue,Spring,3.1,No,Venmo,Express,32,Cash,Quarterly,No,Seniors (65+),1,0,0
2005,44,Male,Shoes,Footwear,70.0,Georgia,L,Blue,Fall,3.2,No,Cash,2-Day Shipping,13,Cash,Bi-Weekly,No,Adults (30-49),1,0,0
2006,18,Male,Sandals,Footwear,82.0,Tennessee,M,Cyan,Winter,3.4,No,PayPal,Store Pickup,30,PayPal,Fortnightly,No,Young Adults (18-29),1,0,0
2007,58,Male,Scarf,Accessories,97.0,New Mexico,S,Pink,Fall,4.4,No,Debit Card,Express,2,Credit Card,Annually,No,Middle age (50-64),1,0,0
2008,26,Male,Shirt,Clothing,25.0,Virginia,M,Silver,Summer,3.2,No,Cash,2-Day Shipping,8,PayPal,Quarterly,No,Young Adults (18-29),1,0,0
2009,57,Male,Skirt,Clothing,48.0,Florida,M,Gray,Spring,2.5,No,PayPal,Free Shipping,27,PayPal,Every 3 Months,No,Middle age (50-64),1,0,0
2010,37,Male,Boots,Footwear,99.0,Alabama,M,Indigo,Summer,3.8,No,Venmo,Next Day Air,26,Venmo,Bi-Weekly,No,Adults (30-49),1,0,0
2011,24,Male,Sweater,Clothing,21.0,Texas,M,Maroon,Summer,4.4,No,Venmo,2-Day Shipping,3,Debit Card,Bi-Weekly,No,Young Adults (18-29),1,0,0
2012,57,Male,Sandals,Footwear,94.0,West Virginia,M,Beige,Spring,3.7,No,Debit Card,Express,4,Bank Transfer,Monthly,No,Middle age (50-64),1,0,0
2013,48,Male,Jeans,Clothing,53.0,Nevada,L,Green,Fall,3.2,No,Bank Transfer,Store Pickup,5,Cash,Fortnightly,No,Adults (30-49),1,0,0
2014,39,Male,Backpack,Accessories,70.0,Virginia,M,Peach,Winter,4.9,No,PayPal,Standard,25,Debit Card,Quarterly,No,Adults (30-49),1,0,0
2015,51,Male,Skirt,Clothing,26.0,Wisconsin,L,Black,Summer,3.9,No,Venmo,Standard,47,PayPal,Bi-Weekly,No,Middle age (50-64),1,0,0
2016,57,Male,Belt,Accessories,82.0,Virginia,S,Pink,Summer,4.5,No,Debit Card,Next Day Air,8,Credit Card,Fortnightly,No,Middle age (50-64),1,0,0
2017,53,Male,Shoes,Footwear,47.0,Maine,S,Violet,Winter,3.4,No,Credit Card,Standard,20,Debit Card,Fortnightly,No,Middle age (50-64),1,0,0
2018,70,Male,Socks,Clothing,32.0,Massachusetts,S,Green,Winter,4.1,No,Venmo,Next Day Air,42,Bank Transfer,Every 3 Months,No,Seniors (65+),1,0,0
2019,60,Male,Backpack,Accessories,97.0,Arkansas,S,Gold,Fall,4.5,No,Debit Card,Store Pickup,20,Bank Transfer,Weekly,No,Middle age (50-64),1,0,0
2020,31,Male,Shirt,Clothing,68.0,Idaho,S,Red,Winter,4.7,No,PayPal,Store Pickup,23,Cash,Fortnightly,No,Adults (30-49),1,0,0
2021,41,Male,Sweater,Clothing,23.0,Pennsylvania,M,Beige,Winter,4.8,No,Credit Card,Next Day Air,26,Cash,Quarterly,No,Adults (30-49),1,0,0
2022,62,Male,Handbag,Accessories,33.0,Maine,M,Green,Winter,4.4,No,Debit Card,Standard,48,Venmo,Quarterly,No,Middle age (50-64),1,0,0
2023,59,Male,Jewelry,Accessories,38.0,Alabama,S,Black,Winter,4.0,No,Bank Transfer,Store Pickup,16,Cash,Bi-Weekly,No,Middle age (50-64),1,0,0
2024,46,Male,Socks,Clothing,68.0,Idaho,S,Teal,Winter,4.1,No,Bank Transfer,Store Pickup,28,Cash,Bi-Weekly,No,Adults (30-49),1,0,0
2025,62,Male,Socks,Clothing,23.0,Arkansas,L,Silver,Fall,3.7,No,Bank Transfer,Express,39,PayPal,Weekly,No,Middle age (50-64),1,0,0
2026,42,Male,Shirt,Clothing,29.0,Delaware,M,Turquoise,Summer,3.0,No,Bank Transfer,Express,43,Debit Card,Fortnightly,No,Adults (30-49),1,0,0
2027,37,Male,Scarf,Accessories,35.0,Maine,M,Orange,Winter,3.6,No,Bank Transfer,Express,45,Bank Transfer,Every 3 Months,No,Adults (30-49),1,0,0
2028,50,Male,Shoes,Footwear,73.0,Nebraska,S,Gold,Fall,4.8,No,Venmo,Standard,50,Credit Card,Every 3 Months,No,Middle age (50-64),1,0,0
2029,29,Male,Shoes,Footwear,84.0,Ohio,XL,Purple,Fall,3.7,No,Cash,2-Day Shipping,10,Venmo,Bi-Weekly,No,Young Adults (18-29),1,0,0
2030,25,Male,Scarf,Accessories,23.0,Montana,M,Pink,Spring,4.6,No,Bank Transfer,Next Day Air,40,PayPal,Quarterly,No,Young Adults (18-29),1,0,0
2031,66,Male,Sunglasses,Accessories,67.0,New Mexico,S,Green,Summer,2.8,No,Venmo,Standard,38,Credit Card,Monthly,No,Seniors (65+),1,0,0
2032,21,Male,Socks,Clothing,51.0,North Carolina,L,Charcoal,Spring,4.0,No,Credit Card,Standard,2,Credit Card,Monthly,No,Young Adults (18-29),1,0,0
2033,46,Male,Blouse,Clothing,36.0,South Carolina,M,Maroon,Winter,4.2,No,Credit Card,Next Day Air,13,Cash,Annually,No,Adults (30-49),1,0,0
2034,57,Male,Jeans,Clothing,55.0,Illinois,L,Olive,Summer,3.6,No,Cash,Express,33,Venmo,Annually,No,Middle age (50-64),1,0,0
2035,61,Male,Shorts,Clothing,30.0,Alabama,M,Peach,Spring,2.9,No,Credit Card,Store Pickup,27,PayPal,Monthly,No,Middle age (50-64),1,0,0
2036,53,Male,T-shirt,Clothing,70.0,Oklahoma,S,Yellow,Summer,4.1,No,Venmo,Express,43,Bank Transfer,Weekly,No,Middle age (50-64),1,0,0
2037,37,Male,Blouse,Clothing,63.0,Minnesota,S,Lavender,Winter,3.1,No,PayPal,Next Day Air,46,Cash,Weekly,No,Adults (30-49),1,0,0
2038,39,Male,Belt,Accessories,87.0,Illinois,S,Green,Summer,4.3,No,Cash,Express,7,Venmo,Bi-Weekly,No,Adults (30-49),1,0,0
2039,53,Male,Blouse,Clothing,70.0,Arkansas,L,Orange,Spring,4.4,No,Debit Card,Next Day Air,35,Credit Card,Fortnightly,No,Middle age (50-64),1,0,0
2040,35,Male,T-shirt,Clothing,51.0,Minnesota,M,Olive,Spring,3.1,No,Cash,Next Day Air,31,Debit Card,Bi-Weekly,No,Adults (30-49),1,0,0
2041,69,Male,Jewelry,Accessories,25.0,South Carolina,XL,Gray,Spring,2.9,No,Debit Card,Free Shipping,42,Venmo,Quarterly,No,Seniors (65+),1,0,0
2042,66,Male,Jacket,Outerwear,32.0,New York,S,Lavender,Winter,3.2,No,Cash,Next Day Air,14,PayPal,Bi-Weekly,No,Seniors (65+),1,0,0
2043,19,Male,Shoes,Footwear,52.0,Alabama,M,Red,Spring,4.0,No,Credit Card,2-Day Shipping,35,Venmo,Monthly,No,Young Adults (18-29),1,0,0
2044,47,Male,Gloves,Accessories,33.0,New York,M,Charcoal,Summer,2.7,No,PayPal,Standard,49,PayPal,Weekly,No,Adults (30-49),1,0,0
2045,49,Male,Jeans,Clothing,68.0,Missouri,L,Orange,Spring,3.0,No,Cash,Free Shipping,17,PayPal,Fortnightly,No,Adults (30-49),1,0,0
2046,31,Male,Jewelry,Accessories,20.0,Georgia,M,Red,Fall,4.4,No,PayPal,Express,26,PayPal,Quarterly,No,Adults (30-49),1,0,0
2047,39,Male,Pants,Clothing,32.0,Oklahoma,M,Maroon,Winter,2.8,No,Bank Transfer,Free Shipping,30,Cash,Every 3 Months,No,Adults (30-49),1,0,0
2048,58,Male,Jewelry,Accessories,82.0,Connecticut,M,Silver,Summer,3.1,No,Cash,Store Pickup,32,Cash,Annually,No,Middle age (50-64),1,0,0
2049,45,Male,Sneakers,Footwear,64.0,Michigan,XL,Pink,Winter,3.9,No,Credit Card,Express,35,Bank Transfer,Quarterly,No,Adults (30-49),1,0,0
2050,68,Male,Boots,Footwear,24.0,Rhode Island,L,Blue,Fall,2.7,No,Debit Card,Standard,15,Venmo,Annually,No,Seniors (65+),1,0,0
2051,35,Male,Hat,Accessories,96.0,Mississippi,M,Teal,Summer,3.4,No,Credit Card,Store Pickup,10,Debit Card,Annually,No,Adults (30-49),1,0,0
2052,65,Male,T-shirt,Clothing,94.0,Massachusetts,L,Black,Spring,3.8,No,Cash,Free Shipping,14,Credit Card,Monthly,No,Seniors (65+),1,0,0
2053,45,Male,Backpack,Accessories,48.0,New Hampshire,M,Gray,Winter,3.7,No,PayPal,2-Day Shipping,30,Bank Transfer,Annually,No,Adults (30-49),1,0,0
2054,19,Male,Sunglasses,Accessories,60.0,Wyoming,S,Purple,Spring,4.5,No,Bank Transfer,2-Day Shipping,16,Credit Card,Fortnightly,No,Young Adults (18-29),1,0,0
2055,65,Male,Sweater,Clothing,56.0,New Jersey,XL,Gold,Spring,2.9,No,PayPal,Express,14,PayPal,Annually,No,Seniors (65+),1,0,0
2056,28,Male,Handbag,Accessories,33.0,Texas,M,Silver,Fall,3.4,No,Debit Card,2-Day Shipping,28,Bank Transfer,Weekly,No,Young Adults (18-29),1,0,0
2057,55,Male,Backpack,Accessories,46.0,Minnesota,L,Blue,Spring,4.4,No,Cash,2-Day Shipping,29,PayPal,Monthly,No,Middle age (50-64),1,0,0
2058,66,Male,Socks,Clothing,37.0,South Dakota,L,Yellow,Spring,4.2,No,Credit Card,Standard,5,PayPal,Every 3 Months,No,Seniors (65+),1,0,0
2059,29,Male,Shirt,Clothing,98.0,Washington,M,Brown,Winter,3.3,No,Debit Card,Store Pickup,17,Bank Transfer,Quarterly,No,Young Adults (18-29),1,0,0
2060,56,Male,Shorts,Clothing,50.0,California,XL,Beige,Spring,3.7,No,Cash,Express,50,PayPal,Weekly,No,Middle age (50-64),1,0,0
2061,21,Male,Belt,Accessories,63.0,Wisconsin,M,Blue,Fall,3.2,No,Debit Card,Next Day Air,23,Bank Transfer,Quarterly,No,Young Adults (18-29),1,0,0
2062,32,Male,Sweater,Clothing,70.0,Michigan,S,Magenta,Summer,2.6,No,PayPal,Store Pickup,22,Debit Card,Annually,No,Adults (30-49),1,0,0
2063,54,Male,Coat,Outerwear,63.0,South Carolina,L,Silver,Fall,2.8,No,PayPal,Standard,15,Cash,Quarterly,No,Middle age (50-64),1,0,0
2064,61,Male,Shorts,Clothing,86.0,Indiana,M,Cyan,Fall,2.9,No,Venmo,Standard,32,Cash,Monthly,No,Middle age (50-64),1,0,0
2065,31,Male,Shoes,Footwear,99.0,Arkansas,M,Green,Summer,4.0,No,Bank Transfer,2-Day Shipping,5,Bank Transfer,Monthly,No,Adults (30-49),1,0,0
2066,27,Male,Sneakers,Footwear,40.0,Oregon,M,Blue,Spring,2.9,No,PayPal,Free Shipping,6,Bank Transfer,Bi-Weekly,No,Young Adults (18-29),1,0,0
2067,64,Male,Sneakers,Footwear,92.0,Illinois,M,Olive,Fall,4.7,No,Credit Card,Store Pickup,44,Debit Card,Fortnightly,No,Middle age (50-64),1,0,0
2068,60,Male,Pants,Clothing,21.0,Maryland,XL,Beige,Fall,3.1,No,Cash,2-Day Shipping,23,Cash,Fortnightly,No,Middle age (50-64),1,0,0
2069,70,Male,Jewelry,Accessories,81.0,Vermont,XL,Black,Summer,3.9,No,Credit Card,Store Pickup,44,Venmo,Monthly,No,Seniors (65+),1,0,0
2070,36,Male,T-shirt,Clothing,82.0,Texas,M,Indigo,Fall,3.4,No,Cash,Free Shipping,3,Debit Card,Quarterly,No,Adults (30-49),1,0,0
2071,56,Male,Jewelry,Accessories,88.0,Nebraska,XL,Red,Spring,3.1,No,Cash,Express,14,Cash,Monthly,No,Middle age (50-64),1,0,0
2072,69,Male,Jacket,Outerwear,100.0,South Carolina,S,Yellow,Fall,4.8,No,Debit Card,Store Pickup,37,PayPal,Quarterly,No,Seniors (65+),1,0,0
2073,39,Male,Backpack,Accessories,66.0,Massachusetts,M,Beige,Winter,3.9,No,Credit Card,Next Day Air,22,Bank Transfer,Weekly,No,Adults (30-49),1,0,0
2074,38,Male,Belt,Accessories,25.0,Texas,S,Green,Winter,3.5,No,Debit Card,Next Day Air,2,PayPal,Every 3 Months,No,Adults (30-49),1,0,0
2075,36,Male,Scarf,Accessories,53.0,Florida,M,White,Summer,3.1,No,Credit Card,Free Shipping,44,Debit Card,Fortnightly,No,Adults (30-49),1,0,0
2076,46,Male,Sweater,Clothing,28.0,South Carolina,S,Turquoise,Fall,4.7,No,Bank Transfer,Express,49,Debit Card,Monthly,No,Adults (30-49),1,0,0
2077,59,Male,Gloves,Accessories,23.0,Florida,S,Indigo,Fall,4.6,No,Cash,Free Shipping,22,Debit Card,Bi-Weekly,No,Middle age (50-64),1,0,0
2078,64,Male,Scarf,Accessories,34.0,Nebraska,L,Orange,Fall,3.3,No,Bank Transfer,Free Shipping,26,Bank Transfer,Annually,No,Middle age (50-64),1,0,0
2079,49,Male,Dress,Clothing,42.0,Hawaii,M,Blue,Spring,3.2,No,Venmo,Next Day Air,40,Debit Card,Weekly,No,Adults (30-49),1,0,0
2080,32,Male,Jeans,Clothing,24.0,Montana,L,Violet,Summer,3.1,No,Debit Card,Next Day Air,16,PayPal,Quarterly,No,Adults (30-49),1,0,0
2081,29,Male,Sunglasses,Accessories,47.0,South Dakota,S,Gray,Fall,3.5,No,Credit Card,Free Shipping,17,Debit Card,Bi-Weekly,No,Young Adults (18-29),1,0,0
2082,24,Male,Coat,Outerwear,78.0,Alabama,S,Cyan,Spring,4.3,No,Credit Card,Standard,48,Bank Transfer,Bi-Weekly,No,Young Adults (18-29),1,0,0
2083,41,Male,Jeans,Clothing,89.0,Arkansas,M,Yellow,Summer,2.9,No,Cash,Free Shipping,28,Venmo,Every 3 Months,No,Adults (30-49),1,0,0
2084,41,Male,Scarf,Accessories,59.0,Mississippi,L,Orange,Fall,2.7,No,Credit Card,Store Pickup,26,Credit Card,Fortnightly,No,Adults (30-49),1,0,0
2085,32,Male,Blouse,Clothing,94.0,Vermont,S,Brown,Summer,4.0,No,Bank Transfer,Standard,43,Bank Transfer,Quarterly,No,Adults (30-49),1,0,0
2086,69,Male,Jeans,Clothing,49.0,New York,M,Teal,Fall,4.6,No,Cash,Free Shipping,38,Debit Card,Weekly,No,Seniors (65+),1,0,0
2087,65,Male,Dress,Clothing,89.0,North Dakota,L,Beige,Summer,4.7,No,Credit Card,2-Day Shipping,36,Cash,Every 3 Months,No,Seniors (65+),1,0,0
2088,54,Male,Hat,Accessories,91.0,Wisconsin,M,Blue,Summer,4.7,No,Credit Card,Standard,1,Credit Card,Weekly,No,Middle age (50-64),1,0,0
2089,39,Male,Sandals,Footwear,89.0,California,L,Orange,Spring,4.0,No,Cash,Standard,49,Debit Card,Annually,No,Adults (30-49),1,0,0
2090,37,Male,Jacket,Outerwear,57.0,Maryland,L,Gold,Spring,3.6,No,Cash,Free Shipping,41,Credit Card,Every 3 Months,No,Adults (30-49),1,0,0
2091,51,Male,Socks,Clothing,71.0,Massachusetts,S,Teal,Winter,3.4,No,Debit Card,Free Shipping,21,Debit Card,Monthly,No,Middle age (50-64),1,0,0
2092,26,Male,Jeans,Clothing,97.0,Washington,XL,Beige,Fall,3.0,No,PayPal,Next Day Air,24,Bank Transfer,Quarterly,No,Young Adults (18-29),1,0,0
2093,42,Male,Sandals,Footwear,45.0,Minnesota,M,Silver,Fall,2.6,No,Bank Transfer,Next Day Air,27,Bank Transfer,Weekly,No,Adults (30-49),1,0,0
2094,21,Male,Dress,Clothing,91.0,Washington,M,Maroon,Spring,4.2,No,Venmo,Store Pickup,4,Debit Card,Annually,No,Young Adults (18-29),1,0,0
2095,53,Male,Socks,Clothing,25.0,South Carolina,M,Indigo,Spring,3.4,No,Bank Transfer,Standard,19,Venmo,Annually,No,Middle age (50-64),1,0,0
2096,36,Male,Hoodie,Clothing,63.0,New Mexico,M,Gray,Fall,4.0,No,Credit Card,Store Pickup,1,Bank Transfer,Fortnightly,No,Adults (30-49),1,0,0
2097,21,Male,Dress,Clothing,52.0,North Carolina,L,Blue,Summer,4.7,No,Debit Card,Free Shipping,27,Debit Card,Annually,No,Young Adults (18-29),1,0,0
2098,33,Male,Sneakers,Footwear,43.0,Iowa,S,Cyan,Winter,3.9,No,Credit Card,Next Day Air,5,Credit Card,Weekly,No,Adults (30-49),1,0,0
2099,49,Male,T-shirt,Clothing,28.0,Louisiana,M,White,Summer,3.3,No,Credit Card,2-Day Shipping,20,Venmo,Quarterly,No,Adults (30-49),1,0,0
2100,31,Male,T-shirt,Clothing,78.0,Oklahoma,L,Green,Summer,2.9,No,Debit Card,Express,50,PayPal,Annually,No,Adults (30-49),1,0,0
2101,68,Male,Sweater,Clothing,31.0,Michigan,M,Silver,Spring,4.4,No,PayPal,Free Shipping,36,Cash,Fortnightly,No,Seniors (65+),1,0,0
2102,49,Male,Shirt,Clothing,23.0,Oregon,M,Blue,Winter,3.6,No,Cash,Next Day Air,12,Bank Transfer,Bi-Weekly,No,Adults (30-49),1,0,0
2103,23,Male,Hat,Accessories,25.0,Idaho,M,Brown,Spring,4.5,No,PayPal,Store Pickup,23,Cash,Monthly,No,Young Adults (18-29),1,0,0
2104,30,Male,Pants,Clothing,86.0,Indiana,S,Red,Summer,3.7,No,PayPal,Store Pickup,21,Venmo,Weekly,No,Adults (30-49),1,0,0
2105,53,Male,Shoes,Footwear,88.0,New Mexico,M,Gold,Spring,2.8,No,Bank Transfer,Free Shipping,47,Venmo,Weekly,No,Middle age (50-64),1,0,0
2106,65,Male,Gloves,Accessories,35.0,South Carolina,M,Silver,Spring,4.5,No,Credit Card,Free Shipping,38,Venmo,Bi-Weekly,No,Seniors (65+),1,0,0
2107,60,Male,Jewelry,Accessories,34.0,Vermont,M,Gray,Fall,4.4,No,Cash,Standard,40,Credit Card,Every 3 Months,No,Middle age (50-64),1,0,0
2108,46,Male,Pants,Clothing,75.0,Delaware,M,Black,Winter,3.3,No,PayPal,Standard,35,PayPal,Quarterly,No,Adults (30-49),1,0,0
2109,54,Male,Hoodie,Clothing,46.0,North Dakota,XL,Beige,Winter,4.2,No,Debit Card,Express,4,Credit Card,Quarterly,No,Middle age (50-64),1,0,0
2110,59,Male,Jewelry,Accessories,31.0,California,L,Peach,Fall,2.7,No,Cash,Free Shipping,28,Venmo,Every 3 Months,No,Middle age (50-64),1,0,0
2111,52,Male,Socks,Clothing,93.0,Montana,L,Cyan,Spring,3.9,No,Cash,Store Pickup,36,Debit Card,Every 3 Months,No,Middle age (50-64),1,0,0
2112,41,Male,Sunglasses,Accessories,85.0,Missouri,XL,Pink,Spring,2.6,No,Credit Card,Free Shipping,15,Bank Transfer,Annually,No,Adults (30-49),1,0,0
2113,43,Male,Belt,Accessories,68.0,Tennessee,M,Lavender,Fall,4.5,No,Credit Card,2-Day Shipping,7,Cash,Fortnightly,No,Adults (30-49),1,0,0
2114,63,Male,Dress,Clothing,40.0,Virginia,M,Brown,Spring,2.7,No,Credit Card,Store Pickup,29,PayPal,Every 3 Months,No,Middle age (50-64),1,0,0
2115,37,Male,Shirt,Clothing,51.0,Vermont,M,Magenta,Winter,2.9,No,Credit Card,Standard,12,Debit Card,Annually,No,Adults (30-49),1,0,0
2116,44,Male,Scarf,Accessories,85.0,Rhode Island,M,Violet,Winter,3.4,No,Credit Card,Store Pickup,16,Bank Transfer,Bi-Weekly,No,Adults (30-49),1,0,0
